"Country or Area","Year(s)","Value","Value Footnotes"
"Rwanda","2010","6703",""
"Rwanda","2009","7415",""
"Rwanda","2008","7689",""
"Rwanda","2007","7869",""
"Rwanda","2006","8117",""
"Rwanda","2005","7220",""
"Rwanda","2004","6487",""
"Rwanda","2003","6812",""
"Rwanda","2002","6011",""
"Rwanda","2001","5473",""
"Rwanda","2000","6093",""
"Rwanda","1999","6483",""
"Rwanda","1998","6112",""
"Rwanda","1997","4710",""
"Rwanda","1996","3535",""
"Rwanda","1995","3054",""
"Rwanda","1991","3200",""
"Rwanda","1990","6387",""
"Saint Kitts and Nevis","2012","2",""
"Saint Kitts and Nevis","2011","1",""
"Saint Kitts and Nevis","2010","2",""
"Saint Kitts and Nevis","2009","4",""
"Saint Kitts and Nevis","2008","5",""
"Saint Kitts and Nevis","2007","4",""
"Saint Kitts and Nevis","2006","1",""
"Saint Kitts and Nevis","2005","0",""
"Saint Kitts and Nevis","2004","2",""
"Saint Kitts and Nevis","2003","1",""
"Saint Kitts and Nevis","2002","3",""
"Saint Kitts and Nevis","2001","2",""
"Saint Kitts and Nevis","2000","0",""
"Saint Kitts and Nevis","1999","3",""
"Saint Kitts and Nevis","1998","5",""
"Saint Kitts and Nevis","1997","12",""
"Saint Kitts and Nevis","1996","3",""
"Saint Kitts and Nevis","1995","5",""
"Saint Kitts and Nevis","1994","2",""
"Saint Kitts and Nevis","1993","6",""
"Saint Kitts and Nevis","1992","4",""
"Saint Kitts and Nevis","1991","1",""
"Saint Kitts and Nevis","1990","0",""
"Saint Lucia","2012","11",""
"Saint Lucia","2011","7",""
"Saint Lucia","2010","9",""
"Saint Lucia","2009","10",""
"Saint Lucia","2008","21",""
"Saint Lucia","2007","19",""
"Saint Lucia","2006","15",""
"Saint Lucia","2005","14",""
"Saint Lucia","2004","15",""
"Saint Lucia","2003","15",""
"Saint Lucia","2002","17",""
"Saint Lucia","2001","15",""
"Saint Lucia","2000","9",""
"Saint Lucia","1999","16",""
"Saint Lucia","1998","20",""
"Saint Lucia","1997","22",""
"Saint Lucia","1996","35",""
"Saint Lucia","1995","11",""
"Saint Lucia","1994","24",""
"Saint Lucia","1992","26",""
"Saint Lucia","1991","25",""
"Saint Lucia","1990","13",""
"Saint Vincent and the Grenadines","2012","30",""
"Saint Vincent and the Grenadines","2011","17",""
"Saint Vincent and the Grenadines","2010","15",""
"Saint Vincent and the Grenadines","2009","9",""
"Saint Vincent and the Grenadines","2008","12",""
"Saint Vincent and the Grenadines","2007","12",""
"Saint Vincent and the Grenadines","2006","13",""
"Saint Vincent and the Grenadines","2005","7",""
"Saint Vincent and the Grenadines","2004","8",""
"Saint Vincent and the Grenadines","2003","14",""
"Saint Vincent and the Grenadines","2002","10",""
"Saint Vincent and the Grenadines","2001","10",""
"Saint Vincent and the Grenadines","2000","16",""
"Saint Vincent and the Grenadines","1999","9",""
"Saint Vincent and the Grenadines","1998","8",""
"Saint Vincent and the Grenadines","1997","6",""
"Saint Vincent and the Grenadines","1996","6",""
"Saint Vincent and the Grenadines","1995","13",""
"Saint Vincent and the Grenadines","1994","0",""
"Saint Vincent and the Grenadines","1993","13",""
"Saint Vincent and the Grenadines","1992","4",""
"Saint Vincent and the Grenadines","1991","1",""
"Saint Vincent and the Grenadines","1990","2",""
"Samoa","2012","22",""
"Samoa","2011","20",""
"Samoa","2010","14",""
"Samoa","2009","16",""
"Samoa","2008","12",""
"Samoa","2006","25",""
"Samoa","2005","24",""
"Samoa","2004","34",""
"Samoa","2003","27",""
"Samoa","2002","31",""
"Samoa","2001","22",""
"Samoa","2000","43",""
"Samoa","1999","31",""
"Samoa","1998","22",""
"Samoa","1997","32",""
"Samoa","1996","31",""
"Samoa","1995","45",""
"Samoa","1994","45",""
"Samoa","1993","49",""
"Samoa","1992","26",""
"Samoa","1991","44",""
"Samoa","1990","44",""
"San Marino","2004","0",""
"San Marino","2003","1",""
"San Marino","2002","1",""
"San Marino","2001","0",""
"San Marino","2000","1",""
"San Marino","1999","0",""
"San Marino","1998","0",""
"San Marino","1997","1",""
"San Marino","1996","0",""
"San Marino","1995","2",""
"San Marino","1994","2",""
"San Marino","1993","3",""
"San Marino","1991","1",""
"San Marino","1990","1",""
"Sao Tome and Principe","2012","115",""
"Sao Tome and Principe","2011","136",""
"Sao Tome and Principe","2010","121",""
"Sao Tome and Principe","2009","78",""
"Sao Tome and Principe","2008","68",""
"Sao Tome and Principe","2007","93",""
"Sao Tome and Principe","2006","153",""
"Sao Tome and Principe","2005","136",""
"Sao Tome and Principe","2004","121",""
"Sao Tome and Principe","2003","457",""
"Sao Tome and Principe","2002","94",""
"Sao Tome and Principe","2001","97",""
"Sao Tome and Principe","2000","97",""
"Sao Tome and Principe","1999","96",""
"Sao Tome and Principe","1998","106",""
"Sao Tome and Principe","1994","41",""
"Sao Tome and Principe","1993","97",""
"Sao Tome and Principe","1991","120",""
"Sao Tome and Principe","1990","17",""
"Saudi Arabia","2012","3690",""
"Saudi Arabia","2011","3932",""
"Saudi Arabia","2010","4465",""
"Saudi Arabia","2009","4043",""
"Saudi Arabia","2008","4025",""
"Saudi Arabia","2007","3955",""
"Saudi Arabia","2006","3774",""
"Saudi Arabia","2005","3539",""
"Saudi Arabia","2004","3312",""
"Saudi Arabia","2003","3317",""
"Saudi Arabia","2002","3374",""
"Saudi Arabia","2001","3327",""
"Saudi Arabia","2000","3452",""
"Saudi Arabia","1999","3507",""
"Saudi Arabia","1998","3235",""
"Saudi Arabia","1997","3138",""
"Saudi Arabia","1994","2518",""
"Saudi Arabia","1993","2386",""
"Saudi Arabia","1992","2016",""
"Saudi Arabia","1991","2221",""
"Saudi Arabia","1990","2415",""
"Senegal","2012","12265",""
"Senegal","2011","11022",""
"Senegal","2010","11061",""
"Senegal","2009","11139",""
"Senegal","2008","11040",""
"Senegal","2007","10297",""
"Senegal","2006","10133",""
"Senegal","2005","9765",""
"Senegal","2004","9098",""
"Senegal","2003","9380",""
"Senegal","2002","8366",""
"Senegal","2001","8554",""
"Senegal","2000","8508",""
"Senegal","1999","7488",""
"Senegal","1998","8475",""
"Senegal","1997","8322",""
"Senegal","1996","8525",""
"Senegal","1995","7561",""
"Senegal","1994","6913",""
"Senegal","1993","6841",""
"Senegal","1992","7408",""
"Senegal","1991","6781",""
"Senegal","1990","4977",""
"Serbia","2012","1872",""
"Serbia","2011","2174",""
"Serbia","2010","2333",""
"Serbia","2009","2531",""
"Serbia","2008","2721",""
"Serbia","2007","2891",""
"Serbia","2006","3146",""
"Serbia","2005","3208",""
"Seychelles","2012","20",""
"Seychelles","2011","21",""
"Seychelles","2010","17",""
"Seychelles","2009","15",""
"Seychelles","2008","6",""
"Seychelles","2005","14",""
"Seychelles","2004","18",""
"Seychelles","2003","10",""
"Seychelles","2002","29",""
"Seychelles","2001","19",""
"Seychelles","2000","20",""
"Seychelles","1999","21",""
"Seychelles","1998","11",""
"Seychelles","1997","18",""
"Seychelles","1996","15",""
"Seychelles","1995","8",""
"Seychelles","1993","5",""
"Seychelles","1990","41",""
"Sierra Leone","2012","13074",""
"Sierra Leone","2011","12734",""
"Sierra Leone","2010","12859",""
"Sierra Leone","2009","11524",""
"Sierra Leone","2008","10786",""
"Sierra Leone","2007","9418",""
"Sierra Leone","2006","8041",""
"Sierra Leone","2005","6737",""
"Sierra Leone","2004","5710",""
"Sierra Leone","2003","5289",""
"Sierra Leone","2002","4793",""
"Sierra Leone","2001","4673",""
"Sierra Leone","2000","3760",""
"Sierra Leone","1998","3270",""
"Sierra Leone","1997","3160",""
"Sierra Leone","1996","3241",""
"Sierra Leone","1995","1955",""
"Sierra Leone","1994","2564",""
"Sierra Leone","1993","2691",""
"Sierra Leone","1992","1665",""
"Sierra Leone","1991","1466",""
"Sierra Leone","1990","632",""
"Singapore","2012","2301",""
"Singapore","2011","1641",""
"Singapore","2010","1560",""
"Singapore","2009","1525",""
"Singapore","2008","1561",""
"Singapore","2007","1366",""
"Singapore","2006","1323",""
"Singapore","2005","1376",""
"Singapore","2004","1426",""
"Singapore","2003","1581",""
"Singapore","2002","1516",""
"Singapore","2001","1536",""
"Singapore","2000","1728",""
"Singapore","1999","1805",""
"Singapore","1998","2120",""
"Singapore","1997","1977",""
"Singapore","1996","1951",""
"Singapore","1995","1889",""
"Singapore","1994","1677",""
"Singapore","1993","1830",""
"Singapore","1992","1778",""
"Singapore","1991","1841",""
"Singapore","1990","1591",""
"Slovakia","2012","321",""
"Slovakia","2011","378",""
"Slovakia","2010","409",""
"Slovakia","2009","459",""
"Slovakia","2008","584",""
"Slovakia","2007","622",""
"Slovakia","2006","673",""
"Slovakia","2005","710",""
"Slovakia","2004","664",""
"Slovakia","2003","978",""
"Slovakia","2002","975",""
"Slovakia","2001","986",""
"Slovakia","2000","1010",""
"Slovakia","1999","1100",""
"Slovakia","1998","1282",""
"Slovakia","1997","1298",""
"Slovakia","1996","1503",""
"Slovakia","1995","1540",""
"Slovakia","1994","1760",""
"Slovakia","1993","1799",""
"Slovakia","1992","1733",""
"Slovakia","1991","1620",""
"Slovakia","1990","1448",""
"Slovenia","2012","134",""
"Slovenia","2011","181",""
"Slovenia","2010","169",""
"Slovenia","2009","186",""
"Slovenia","2008","208",""
"Slovenia","2007","214",""
"Slovenia","2006","207",""
"Slovenia","2005","269",""
"Slovenia","2004","249",""
"Slovenia","2003","285",""
"Slovenia","2002","338",""
"Slovenia","2001","359",""
"Slovenia","2000","368",""
"Slovenia","1999","423",""
"Slovenia","1998","449",""
"Slovenia","1997","481",""
"Slovenia","1996","563",""
"Slovenia","1995","525",""
"Slovenia","1994","526",""
"Slovenia","1993","646",""
"Slovenia","1992","640",""
"Slovenia","1991","583",""
"Slovenia","1990","722",""
"Solomon Islands","2012","361",""
"Solomon Islands","2011","398",""
"Solomon Islands","2010","338",""
"Solomon Islands","2009","366",""
"Solomon Islands","2008","387",""
"Solomon Islands","2007","397",""
"Solomon Islands","2006","371",""
"Solomon Islands","2005","397",""
"Solomon Islands","2004","340",""
"Solomon Islands","2003","293",""
"Solomon Islands","2002","256",""
"Solomon Islands","2001","292",""
"Solomon Islands","2000","302",""
"Solomon Islands","1999","289",""
"Solomon Islands","1998","295",""
"Solomon Islands","1997","318",""
"Solomon Islands","1996","299",""
"Solomon Islands","1995","352",""
"Solomon Islands","1994","332",""
"Solomon Islands","1993","367",""
"Solomon Islands","1992","364",""
"Solomon Islands","1991","309",""
"Solomon Islands","1990","382",""
"Somalia","2012","11975",""
"Somalia","2011","11653",""
"Somalia","2010","10139",""
"Somalia","2009","11075",""
"Somalia","2008","12481",""
"Somalia","2007","11130",""
"Somalia","2006","11864",""
"Somalia","2005","12904",""
"Somalia","2004","11747",""
"Somalia","2003","9278",""
"Somalia","2002","7391",""
"Somalia","2001","6852",""
"Somalia","2000","5686",""
"Somalia","1999","4802",""
"Somalia","1998","4320",""
"Somalia","1997","4450",""
"Somalia","1996","3920",""
"Somalia","1995","2504",""
"Somalia","1994","2023",""
"South Africa","2012","323664",""
"South Africa","2011","362453",""
"South Africa","2010","354786",""
"South Africa","2009","360183",""
"South Africa","2008","348241",""
"South Africa","2007","315315",""
"South Africa","2006","303114",""
"South Africa","2005","270178",""
"South Africa","2004","267290",""
"South Africa","2003","227320",""
"South Africa","2002","215120",""
"South Africa","2001","148257",""
"South Africa","2000","151239",""
"South Africa","1999","148164",""
"South Africa","1998","142281",""
"South Africa","1997","125913",""
"South Africa","1996","109328",""
"South Africa","1995","73917",""
"South Africa","1994","90292",""
"South Africa","1993","89786",""
"South Africa","1992","82539",""
"South Africa","1991","77652",""
"South Africa","1990","80400",""
"South Sudan","2012","8403",""
"South Sudan","2011","7217",""
"Spain","2012","5677",""
"Spain","2011","6392",""
"Spain","2010","6765",""
"Spain","2009","7592",""
"Spain","2008","7753",""
"Spain","2007","7347",""
"Spain","2006","7815",""
"Spain","2005","7281",""
"Spain","2004","6015",""
"Spain","2003","9886",""
"Spain","2002","7283",""
"Spain","2001","6851",""
"Spain","2000","7993",""
"Spain","1999","8393",""
"Spain","1998","8927",""
"Spain","1997","9347",""
"Spain","1996","8331",""
"Spain","1995","8764",""
"Spain","1993","9441",""
"Spain","1992","9703",""
"Spain","1991","9007",""
"Spain","1990","7600",""
"Sri Lanka","2012","9155",""
"Sri Lanka","2011","10181",""
"Sri Lanka","2010","9934",""
"Sri Lanka","2009","9575",""
"Sri Lanka","2008","9422",""
"Sri Lanka","2007","8938",""
"Sri Lanka","2006","8738",""
"Sri Lanka","2005","9451",""
"Sri Lanka","2004","8742",""
"Sri Lanka","2003","9269",""
"Sri Lanka","2002","8939",""
"Sri Lanka","2001","7499",""
"Sri Lanka","2000","8413",""
"Sri Lanka","1999","7157",""
"Sri Lanka","1998","6925",""
"Sri Lanka","1997","6542",""
"Sri Lanka","1996","5366",""
"Sri Lanka","1995","5956",""
"Sri Lanka","1994","6132",""
"Sri Lanka","1993","6809",""
"Sri Lanka","1992","6802",""
"Sri Lanka","1991","6174",""
"Sri Lanka","1990","6666",""
"Sudan","2012","18775",""
"Sudan","2011","19348",""
"Sudan","2010","26131",""
"Sudan","2009","26001",""
"Sudan","2008","24281",""
"Sudan","2007","29270",""
"Sudan","2006","28937",""
"Sudan","2005","27562",""
"Sudan","2004","26567",""
"Sudan","2003","25105",""
"Sudan","2002","24554",""
"Sudan","2001","23997",""
"Sudan","2000","24807",""
"Sudan","1999","26875",""
"Sudan","1998","22318",""
"Sudan","1997","20894",""
"Sudan","1996","20230",""
"Sudan","1995","14320",""
"Sudan","1994","23178",""
"Sudan","1993","37516",""
"Sudan","1992","19503",""
"Sudan","1991","16423",""
"Sudan","1990","212",""
"Suriname","2012","128",""
"Suriname","2011","125",""
"Suriname","2010","194",""
"Suriname","2009","178",""
"Suriname","2008","108",""
"Suriname","2006","129",""
"Suriname","2005","117",""
"Suriname","2004","97",""
"Suriname","2003","105",""
"Suriname","2002","97",""
"Suriname","2001","75",""
"Suriname","2000","89",""
"Suriname","1999","95",""
"Suriname","1998","85",""
"Suriname","1997","76",""
"Suriname","1996","53",""
"Suriname","1994","53",""
"Suriname","1993","45",""
"Suriname","1992","58",""
"Suriname","1991","47",""
"Suriname","1990","82",""
"Swaziland","2012","7165",""
"Swaziland","2011","8337",""
"Swaziland","2010","10101",""
"Swaziland","2009","10038",""
"Swaziland","2008","8685",""
"Swaziland","2007","8888",""
"Swaziland","2006","9018",""
"Swaziland","2005","8705",""
"Swaziland","2004","8071",""
"Swaziland","2003","7749",""
"Swaziland","2002","6748",""
"Swaziland","2001","6118",""
"Swaziland","2000","5877",""
"Swaziland","1999","4167",""
"Swaziland","1998","3653",""
"Swaziland","1997","3022",""
"Swaziland","1996","2364",""
"Swaziland","1995","2050",""
"Swaziland","1993","1458",""
"Swaziland","1991","1531",""
"Sweden","2012","593",""
"Sweden","2011","544",""
"Sweden","2010","623",""
"Sweden","2009","627",""
"Sweden","2008","515",""
"Sweden","2007","460",""
"Sweden","2006","490",""
"Sweden","2005","539",""
"Sweden","2004","429",""
"Sweden","2003","396",""
"Sweden","2002","375",""
"Sweden","2001","394",""
"Sweden","2000","417",""
"Sweden","1999","479",""
"Sweden","1998","446",""
"Sweden","1997","456",""
"Sweden","1996","497",""
"Sweden","1995","564",""
"Sweden","1994","537",""
"Sweden","1993","616",""
"Sweden","1992","610",""
"Sweden","1991","521",""
"Sweden","1990","557",""
"Switzerland","2012","416",""
"Switzerland","2011","524",""
"Switzerland","2010","508",""
"Switzerland","2009","503",""
"Switzerland","2008","463",""
"Switzerland","2007","420",""
"Switzerland","2006","473",""
"Switzerland","2005","514",""
"Switzerland","2004","551",""
"Switzerland","2003","572",""
"Switzerland","2002","594",""
"Switzerland","2001","549",""
"Switzerland","2000","577",""
"Switzerland","1999","724",""
"Switzerland","1998","750",""
"Switzerland","1997","747",""
"Switzerland","1996","765",""
"Switzerland","1995","830",""
"Switzerland","1994","924",""
"Switzerland","1993","930",""
"Switzerland","1992","987",""
"Switzerland","1991","1134",""
"Switzerland","1990","1278",""
"Syrian Arab Republic","2012","3003",""
"Syrian Arab Republic","2011","3620",""
"Syrian Arab Republic","2010","3666",""
"Syrian Arab Republic","2009","4050",""
"Syrian Arab Republic","2008","3724",""
"Syrian Arab Republic","2007","4218",""
"Syrian Arab Republic","2006","3931",""
"Syrian Arab Republic","2005","4310",""
"Syrian Arab Republic","2004","4588",""
"Syrian Arab Republic","2003","4820",""
"Syrian Arab Republic","2002","4766",""
"Syrian Arab Republic","2001","4997",""
"Syrian Arab Republic","2000","5090",""
"Syrian Arab Republic","1999","5447",""
"Syrian Arab Republic","1998","5417",""
"Syrian Arab Republic","1997","4972",""
"Syrian Arab Republic","1996","5200",""
"Syrian Arab Republic","1995","4404",""
"Syrian Arab Republic","1994","5127",""
"Syrian Arab Republic","1992","5437",""
"Syrian Arab Republic","1991","5651",""
"Syrian Arab Republic","1990","6018",""
"Tajikistan","2012","6508",""
"Tajikistan","2011","7035",""
"Tajikistan","2010","6994",""
"Tajikistan","2009","7210",""
"Tajikistan","2008","6396",""
"Tajikistan","2007","6297",""
"Tajikistan","2006","5365",""
"Tajikistan","2005","5460",""
"Tajikistan","2004","4529",""
"Tajikistan","2003","8741",""
"Tajikistan","2002","4052",""
"Tajikistan","2001","3508",""
"Tajikistan","2000","2779",""
"Tajikistan","1999","2553",""
"Tajikistan","1998","2448",""
"Tajikistan","1997","2143",""
"Tajikistan","1996","1647",""
"Tajikistan","1995","2029",""
"Tajikistan","1994","892",""
"Tajikistan","1993","652",""
"Tajikistan","1992","1671",""
"Tajikistan","1991","2116",""
"Tajikistan","1990","2460",""
"Thailand","2012","60304",""
"Thailand","2011","65824",""
"Thailand","2010","67128",""
"Thailand","2009","63975",""
"Thailand","2008","55252",""
"Thailand","2007","54793",""
"Thailand","2006","57391",""
"Thailand","2005","57895",""
"Thailand","2004","55306",""
"Thailand","2003","54504",""
"Thailand","2002","49581",""
"Thailand","2001","49656",""
"Thailand","2000","34187",""
"Thailand","1999","29413",""
"Thailand","1998","15850",""
"Thailand","1997","30262",""
"Thailand","1996","39871",""
"Thailand","1995","45428",""
"Thailand","1994","47767",""
"Thailand","1993","49668",""
"Thailand","1992","47697",""
"Thailand","1991","43858",""
"Thailand","1990","46510",""
"The former Yugoslav Republic of Macedonia","2012","346",""
"The former Yugoslav Republic of Macedonia","2011","335",""
"The former Yugoslav Republic of Macedonia","2010","384",""
"The former Yugoslav Republic of Macedonia","2009","450",""
"The former Yugoslav Republic of Macedonia","2008","450",""
"The former Yugoslav Republic of Macedonia","2007","526",""
"The former Yugoslav Republic of Macedonia","2006","561",""
"The former Yugoslav Republic of Macedonia","2005","598",""
"The former Yugoslav Republic of Macedonia","2004","644",""
"The former Yugoslav Republic of Macedonia","2003","697",""
"The former Yugoslav Republic of Macedonia","2002","686",""
"The former Yugoslav Republic of Macedonia","2001","648",""
"The former Yugoslav Republic of Macedonia","2000","641",""
"The former Yugoslav Republic of Macedonia","1999","557",""
"The former Yugoslav Republic of Macedonia","1998","620",""
"The former Yugoslav Republic of Macedonia","1997","693",""
"The former Yugoslav Republic of Macedonia","1996","724",""
"The former Yugoslav Republic of Macedonia","1995","786",""
"The former Yugoslav Republic of Macedonia","1994","728",""
"The former Yugoslav Republic of Macedonia","1993","1712",""
"The former Yugoslav Republic of Macedonia","1992","1602",""
"Timor-Leste","2012","3828",""
"Timor-Leste","2011","4386",""
"Timor-Leste","2009","4748",""
"Timor-Leste","2008","3285",""
"Timor-Leste","2007","3255",""
"Timor-Leste","2006","3586",""
"Timor-Leste","2005","3767",""
"Timor-Leste","2004","3716",""
"Timor-Leste","2003","3191",""
"Timor-Leste","2002","2760",""
"Togo","2012","2843",""
"Togo","2011","2888",""
"Togo","2010","2791",""
"Togo","2009","2986",""
"Togo","2008","2967",""
"Togo","2007","2436",""
"Togo","2006","2819",""
"Togo","2005","2541",""
"Togo","2004","2217",""
"Togo","2003","1815",""
"Togo","2002","1645",""
"Togo","2000","1409",""
"Togo","1999","1249",""
"Togo","1998","1250",""
"Togo","1997","1623",""
"Togo","1996","1654",""
"Togo","1995","1520",""
"Togo","1994","1137",""
"Togo","1993","1005",""
"Togo","1992","1223",""
"Togo","1991","1243",""
"Togo","1990","1324",""
"Tonga","2012","11",""
"Tonga","2011","9",""
"Tonga","2010","11",""
"Tonga","2009","8",""
"Tonga","2008","13",""
"Tonga","2007","23",""
"Tonga","2006","18",""
"Tonga","2005","18",""
"Tonga","2004","12",""
"Tonga","2003","16",""
"Tonga","2002","29",""
"Tonga","2001","12",""
"Tonga","2000","24",""
"Tonga","1999","22",""
"Tonga","1998","30",""
"Tonga","1997","21",""
"Tonga","1996","22",""
"Tonga","1995","20",""
"Tonga","1994","23",""
"Tonga","1993","33",""
"Tonga","1992","29",""
"Tonga","1991","20",""
"Tonga","1990","23",""
"Trinidad and Tobago","2012","274",""
"Trinidad and Tobago","2011","224",""
"Trinidad and Tobago","2010","219",""
"Trinidad and Tobago","2009","272",""
"Trinidad and Tobago","2008","279",""
"Trinidad and Tobago","2007","218",""
"Trinidad and Tobago","2006","232",""
"Trinidad and Tobago","2005","166",""
"Trinidad and Tobago","2004","178",""
"Trinidad and Tobago","2003","147",""
"Trinidad and Tobago","2002","133",""
"Trinidad and Tobago","2001","206",""
"Trinidad and Tobago","2000","198",""
"Trinidad and Tobago","1999","159",""
"Trinidad and Tobago","1998","199",""
"Trinidad and Tobago","1997","260",""
"Trinidad and Tobago","1996","204",""
"Trinidad and Tobago","1995","166",""
"Trinidad and Tobago","1994","129",""
"Trinidad and Tobago","1993","112",""
"Trinidad and Tobago","1992","142",""
"Trinidad and Tobago","1991","141",""
"Trinidad and Tobago","1990","120",""
"Tunisia","2012","3239",""
"Tunisia","2011","3015",""
"Tunisia","2010","2368",""
"Tunisia","2009","2155",""
"Tunisia","2008","2280",""
"Tunisia","2007","2282",""
"Tunisia","2006","2131",""
"Tunisia","2005","2079",""
"Tunisia","2004","1994",""
"Tunisia","2003","1965",""
"Tunisia","2002","1885",""
"Tunisia","2001","1945",""
"Tunisia","2000","2038",""
"Tunisia","1999","2158",""
"Tunisia","1998","2211",""
"Tunisia","1996","2387",""
"Tunisia","1995","2383",""
"Tunisia","1994","2376",""
"Tunisia","1993","2565",""
"Tunisia","1992","2164",""
"Tunisia","1991","2064",""
"Tunisia","1990","2054",""
"Turkey","2012","14139",""
"Turkey","2011","15054",""
"Turkey","2010","15879",""
"Turkey","2009","16771",""
"Turkey","2008","17603",""
"Turkey","2007","18878",""
"Turkey","2006","19629",""
"Turkey","2005","19744",""
"Turkey","2004","17543",""
"Turkey","2003","17923",""
"Turkey","2002","18043",""
"Turkey","2001","17263",""
"Turkey","2000","18038",""
"Turkey","1999","22088",""
"Turkey","1998","25501",""
"Turkey","1997","25685",""
"Turkey","1996","20212",""
"Turkey","1995","22981",""
"Turkey","1992","25455",""
"Turkey","1991","25166",""
"Turkey","1990","24468",""
"Turkmenistan","2010","3230",""
"Turkmenistan","2009","3157",""
"Turkmenistan","2008","3757",""
"Turkmenistan","2007","3428",""
"Turkmenistan","2006","3223",""
"Turkmenistan","2005","3191",""
"Turkmenistan","2004","3382",""
"Turkmenistan","2003","4329",""
"Turkmenistan","2002","3671",""
"Turkmenistan","2001","3948",""
"Turkmenistan","2000","4038",""
"Turkmenistan","1999","4092",""
"Turkmenistan","1998","3839",""
"Turkmenistan","1997","3438",""
"Turkmenistan","1996","2072",""
"Turkmenistan","1995","1939",""
"Turkmenistan","1993","2751",""
"Turkmenistan","1992","2074",""
"Turkmenistan","1991","2358",""
"Turkmenistan","1990","2325",""
"Tuvalu","2012","19",""
"Tuvalu","2011","12",""
"Tuvalu","2010","14",""
"Tuvalu","2009","18",""
"Tuvalu","2008","17",""
"Tuvalu","2007","18",""
"Tuvalu","2006","9",""
"Tuvalu","2005","12",""
"Tuvalu","2003","31",""
"Tuvalu","2002","13",""
"Tuvalu","2001","16",""
"Tuvalu","2000","16",""
"Tuvalu","1999","14",""
"Tuvalu","1998","18",""
"Tuvalu","1995","36",""
"Tuvalu","1994","19",""
"Tuvalu","1993","28",""
"Tuvalu","1992","30",""
"Tuvalu","1991","30",""
"Tuvalu","1990","23",""
"Uganda","2012","44663",""
"Uganda","2011","46306",""
"Uganda","2010","42885",""
"Uganda","2009","41703",""
"Uganda","2008","42178",""
"Uganda","2007","40909",""
"Uganda","2006","40782",""
"Uganda","2005","41040",""
"Uganda","2004","43721",""
"Uganda","2003","42891",""
"Uganda","2002","40695",""
"Uganda","2001","36829",""
"Uganda","2000","30372",""
"Uganda","1999","31597",""
"Uganda","1998","29228",""
"Uganda","1997","28349",""
"Uganda","1996","27196",""
"Uganda","1995","25316",""
"Uganda","1994","26994",""
"Uganda","1993","21579",""
"Uganda","1992","20662",""
"Uganda","1991","19016",""
"Uganda","1990","14740",""
"Ukraine","2012","40990",""
"Ukraine","2011","34237",""
"Ukraine","2010","33857",""
"Ukraine","2009","36075",""
"Ukraine","2008","37832",""
"Ukraine","2007","37517",""
"Ukraine","2006","41265",""
"Ukraine","2005","39608",""
"Ukraine","2003","77702",""
"Ukraine","2002","40175",""
"Ukraine","2001","36784",""
"Ukraine","2000","32945",""
"Ukraine","1999","32879",""
"Ukraine","1998","27763",""
"Ukraine","1997","28344",""
"Ukraine","1996","23414",""
"Ukraine","1995","21459",""
"Ukraine","1994","20622",""
"Ukraine","1993","19964",""
"Ukraine","1992","18140",""
"Ukraine","1991","16713",""
"Ukraine","1990","16465",""
"United Arab Emirates","2012","79",""
"United Arab Emirates","2011","103",""
"United Arab Emirates","2010","131",""
"United Arab Emirates","2009","116",""
"United Arab Emirates","2008","93",""
"United Arab Emirates","2007","97",""
"United Arab Emirates","2006","90",""
"United Arab Emirates","2005","103",""
"United Arab Emirates","2004","92",""
"United Arab Emirates","2003","117",""
"United Arab Emirates","2002","90",""
"United Arab Emirates","2001","74",""
"United Arab Emirates","2000","115",""
"United Arab Emirates","1999","66",""
"United Arab Emirates","1998","773",""
"United Arab Emirates","1996","507",""
"United Arab Emirates","1994","426",""
"United Arab Emirates","1992","227",""
"United Arab Emirates","1991","234",""
"United Arab Emirates","1990","285",""
"United Kingdom","2012","8269",""
"United Kingdom","2011","8439",""
"United Kingdom","2010","7907",""
"United Kingdom","2009","9040",""
"United Kingdom","2008","8242",""
"United Kingdom","2007","7981",""
"United Kingdom","2006","8261",""
"United Kingdom","2005","8173",""
"United Kingdom","2004","7039",""
"United Kingdom","2003","7128",""
"United Kingdom","2002","6889",""
"United Kingdom","2001","6027",""
"United Kingdom","2000","6220",""
"United Kingdom","1999","6183",""
"United Kingdom","1998","6176",""
"United Kingdom","1997","6355",""
"United Kingdom","1996","6238",""
"United Kingdom","1995","6176",""
"United Kingdom","1994","6196",""
"United Kingdom","1993","6481",""
"United Kingdom","1992","6411",""
"United Kingdom","1991","6088",""
"United Kingdom","1990","5908",""
"United Republic of Tanzania","2012","62178",""
"United Republic of Tanzania","2011","59357",""
"United Republic of Tanzania","2010","61098",""
"United Republic of Tanzania","2009","61537",""
"United Republic of Tanzania","2008","60490",""
"United Republic of Tanzania","2007","59371",""
"United Republic of Tanzania","2006","59282",""
"United Republic of Tanzania","2005","61022",""
"United Republic of Tanzania","2004","62512",""
"United Republic of Tanzania","2003","64287",""
"United Republic of Tanzania","2002","60306",""
"United Republic of Tanzania","2001","61603",""
"United Republic of Tanzania","2000","54442",""
"United Republic of Tanzania","1999","52437",""
"United Republic of Tanzania","1998","51231",""
"United Republic of Tanzania","1997","46433",""
"United Republic of Tanzania","1996","44416",""
"United Republic of Tanzania","1995","39847",""
"United Republic of Tanzania","1994","34799",""
"United Republic of Tanzania","1993","31460",""
"United Republic of Tanzania","1992","28462",""
